no,time:timestamp,name,TOC,activity,Priority_Code,case_id,DeviceType,Device,event_message
34030,2017-05-01 04:06:03.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED NORMAL CHG-DET
34032,2017-05-01 04:06:03.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED TRIP ENABLED CHG-DET
34033,2017-05-01 04:06:03.000,ML,TMS,TOCLR,4,Substation1350,BLKCAR,JAX_N_LN,Substation1350 BLKCAR JAX_N_LN SIGNAL RECEIVED TRIP ENABLED CHG-DET
34034,2017-05-01 04:06:03.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
34037,2017-05-01 04:06:04.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED NORMAL CHG-DET
34039,2017-05-01 04:06:04.000,ML,TMS,TOCLR,4,Substation169,BLKCAR,Device335,Substation169 BLKCAR Device335 SIGNAL RECEIVED TRIP ENABLED CHG-DET
34041,2017-05-01 04:06:04.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
34042,2017-05-01 04:06:05.000,ML,TMS,TOCGR,4,Substation1142,BLKCAR,Device229,Substation1142 BLKCAR Device229 SIGNAL XMIT ALARM CHG-DET
34047,2017-05-01 04:06:05.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED NORMAL CHG-DET
34052,2017-05-01 04:06:06.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED NORMAL CHG-DET
34053,2017-05-01 04:06:06.000,ML,TMS,TOCLR,4,Substation1350,BLKCAR,JAX_N_LN,Substation1350 BLKCAR JAX_N_LN SIGNAL RECEIVED NORMAL CHG-DET
34055,2017-05-01 04:06:06.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
34062,2017-05-01 04:06:09.000,ML,TMS,TOCLR,4,Substation169,BLKCAR,Device335,Substation169 BLKCAR Device335 SIGNAL RECEIVED NORMAL CHG-DET
34063,2017-05-01 04:06:09.000,ML,TMS,TOCGR,4,Substation1142,BLKCAR,Device229,Substation1142 BLKCAR Device229 SIGNAL XMIT NORMAL CHG-DET
34287,2017-05-01 04:07:49.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
34407,2017-05-01 04:08:32.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
34630,2017-05-01 04:10:01.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED BLOCK TRIP CHG-DET
34637,2017-05-01 04:10:03.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED BLOCK TRIP CHG-DET
34646,2017-05-01 04:10:05.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED BLOCK TRIP CHG-DET
34653,2017-05-01 04:10:07.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED NORMAL CHG-DET
34720,2017-05-01 04:10:35.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L741_PULSAR,Substation611 BLKCAR L741_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
34722,2017-05-01 04:10:35.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L741_PULSAR,Substation424 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
34727,2017-05-01 04:10:37.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L741_PULSAR,Substation611 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
34733,2017-05-01 04:10:39.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L741_PULSAR,Substation424 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
34915,2017-05-01 04:12:06.000,ML,TMS,TOCLR,4,Substation977,BLKCAR,Device754,Substation977 BLKCAR Device754 SIGNAL RECEIVED TRIP ENABLED CHG-DET
34917,2017-05-01 04:12:10.000,ML,TMS,TOCLR,4,Substation977,BLKCAR,Device754,Substation977 BLKCAR Device754 SIGNAL RECEIVED NORMAL CHG-DET
35036,2017-05-01 04:13:09.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L342_PULSAR,Substation424 BLKCAR L342_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
35046,2017-05-01 04:13:22.000,ML,TMS,TOCBR,4,Substation1125,BLKCAR,L342_PULSAR,Substation1125 BLKCAR L342_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
35055,2017-05-01 04:13:22.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L342_PULSAR,Substation424 BLKCAR L342_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
35605,2017-05-01 04:17:36.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
35678,2017-05-01 04:18:13.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED TRIP ENABLED CHG-DET
35692,2017-05-01 04:18:30.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED TRIP ENABLED CHG-DET
35746,2017-05-01 04:18:32.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED NORMAL CHG-DET
36279,2017-05-01 04:21:57.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
36300,2017-05-01 04:22:06.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
36327,2017-05-01 04:22:16.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
36355,2017-05-01 04:22:26.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
36402,2017-05-01 04:22:40.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
36447,2017-05-01 04:22:57.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
36474,2017-05-01 04:23:04.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
36523,2017-05-01 04:23:25.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
36578,2017-05-01 04:23:45.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
36753,2017-05-01 04:24:48.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED NORMAL CHG-DET
37336,2017-05-01 04:28:37.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
38119,2017-05-01 04:33:35.000,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402 BLKCAR Device793 SIGNAL RECEIVED NORMAL CHG-DET
38126,2017-05-01 04:33:39.000,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402 BLKCAR Device793 SIGNAL RECEIVED NORMAL CHG-DET
38536,2017-05-01 04:36:15.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
38681,2017-05-01 04:37:11.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER LOSS CHG-DET
39142,2017-05-01 04:40:50.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER NORMAL CHG-DET
39260,2017-05-01 04:41:39.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER LOSS CHG-DET
39812,2017-05-01 04:46:20.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
40866,2017-05-01 04:54:43.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device20,Substation621 BLKCAR Device20 SIGNAL RECEIVED NORMAL CHG-DET
40869,2017-05-01 04:54:44.000,ML,TMS,TOCFC,4,Substation795,BLKCAR,Device775,Substation795 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
40876,2017-05-01 04:54:46.000,ML,TMS,TOCFC,4,Substation795,BLKCAR,Device775,Substation795 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
40878,2017-05-01 04:54:47.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device20,Substation621 BLKCAR Device20 SIGNAL RECEIVED NORMAL CHG-DET
41365,2017-05-01 04:58:51.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
41417,2017-05-01 04:59:11.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
41503,2017-05-01 04:59:57.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED TRIP ENABLED CHG-DET
41507,2017-05-01 04:59:59.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED NORMAL CHG-DET
41513,2017-05-01 05:00:02.000,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424 BLKCAR R8018_STAND SIGNAL RECEIVED BLOCK TRIP CHG-DET
41518,2017-05-01 05:00:02.000,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459 BLKCAR Device285 SIGNAL XMIT ALARM CHG-DET
41520,2017-05-01 05:00:02.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED BLOCK TRIP CHG-DET
41524,2017-05-01 05:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
41526,2017-05-01 05:00:02.000,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355 BLKCAR Device1706 SIGNAL RECEIVED NORMAL CHG-DET
41528,2017-05-01 05:00:02.000,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355 BLKCAR Device1706 SIGNAL RECEIVED BLOCK TRIP CHG-DET
41529,2017-05-01 05:00:03.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R7962_NATCHEZ,Substation1058 BLKCAR Device4575 SIGNAL RECEIVED NORMAL CHG-DET
41530,2017-05-01 05:00:03.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED NORMAL CHG-DET
41533,2017-05-01 05:00:04.000,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136 BLKCAR Device309 SIGNAL RECEIVED NORMAL CHG-DET
41539,2017-05-01 05:00:05.000,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424 BLKCAR R8018_STAND SIGNAL RECEIVED NORMAL CHG-DET
41544,2017-05-01 05:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
41546,2017-05-01 05:00:06.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED BLOCK TRIP CHG-DET
41552,2017-05-01 05:00:07.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED BLOCK TRIP CHG-DET
41565,2017-05-01 05:00:09.000,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136 BLKCAR Device309 SIGNAL RECEIVED NORMAL CHG-DET
41566,2017-05-01 05:00:09.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED NORMAL CHG-DET
41576,2017-05-01 05:00:11.000,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459 BLKCAR Device285 SIGNAL XMIT NORMAL CHG-DET
41692,2017-05-01 05:01:06.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 TRANSMITTER NORMAL CHG-DET
41693,2017-05-01 05:01:06.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 CARRIER LEVEL NORMAL CHG-DET
41972,2017-05-01 05:03:26.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L741_PULSAR,Substation611 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
41974,2017-05-01 05:03:26.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L741_PULSAR,Substation424 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
41989,2017-05-01 05:03:26.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L741_PULSAR,Substation611 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
41990,2017-05-01 05:03:26.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L741_PULSAR,Substation424 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
41991,2017-05-01 05:03:26.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L741_PULSAR,Substation611 BLKCAR L741_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
42201,2017-05-01 05:04:59.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 CARRIER LEVEL LOW CHG-DET
42202,2017-05-01 05:04:59.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 #1 CARRIER LEVL LOW CHG-DET
42209,2017-05-01 05:05:00.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 CARRIER LEVEL NORMAL CHG-DET
42210,2017-05-01 05:05:00.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 #1 CARRIER LEVL NORMAL CHG-DET
42219,2017-05-01 05:05:02.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 CARRIER LEVEL LOW CHG-DET
42220,2017-05-01 05:05:02.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 #1 CARRIER LEVL LOW CHG-DET
42227,2017-05-01 05:05:04.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 CARRIER LEVEL NORMAL CHG-DET
42228,2017-05-01 05:05:04.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 #1 CARRIER LEVL NORMAL CHG-DET
42348,2017-05-01 05:06:02.000,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402 BLKCAR Device793 SIGNAL RECEIVED TRIP ENABLED CHG-DET
42358,2017-05-01 05:06:05.000,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402 BLKCAR Device793 SIGNAL RECEIVED NORMAL CHG-DET
42364,2017-05-01 05:06:09.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device50,Substation687 BLKCAR Device50 SIGNAL RECEIVED NORMAL CHG-DET
42368,2017-05-01 05:06:10.000,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402 BLKCAR Device793 SIGNAL RECEIVED NORMAL CHG-DET
42370,2017-05-01 05:06:11.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303 BLKCAR Device349 SIGNAL RECEIVED TRIP ENABLED CHG-DET
42372,2017-05-01 05:06:12.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device50,Substation687 BLKCAR Device50 SIGNAL RECEIVED NORMAL CHG-DET
42375,2017-05-01 05:06:14.000,ML,TMS,TOCLR,4,Substation1374,BLKCAR,Device312,Substation1374 BLKCAR Device312 SIGNAL RECEIVED NORMAL CHG-DET
42382,2017-05-01 05:06:15.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303 BLKCAR Device349 SIGNAL RECEIVED TRIP ENABLED CHG-DET
42385,2017-05-01 05:06:17.000,ML,TMS,TOCLR,4,Substation1374,BLKCAR,Device312,Substation1374 BLKCAR Device312 SIGNAL RECEIVED NORMAL CHG-DET
42392,2017-05-01 05:06:19.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
42495,2017-05-01 05:07:01.000,ML,TMS,TOCGR,4,Substation190,BLKCAR,Device391,Substation190 BLKCAR Device391 CARRIER LEVEL NORMAL CHG-DET
42499,2017-05-01 05:07:03.000,ML,TMS,TOCGR,4,Substation1447,BLKCAR,Device527,Substation1447 BLKCAR Device527 CARRIER LEVEL NORMAL CHG-DET
42815,2017-05-01 05:09:01.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037 BLKCAR L527 SIGNAL RECEIVED TRIP ENABLED CHG-DET
42818,2017-05-01 05:09:01.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED BLOCK TRIP CHG-DET
42822,2017-05-01 05:09:02.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037 BLKCAR L527 SIGNAL RECEIVED TRIP ENABLED CHG-DET
42824,2017-05-01 05:09:03.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED BLOCK TRIP CHG-DET
42830,2017-05-01 05:09:04.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
42832,2017-05-01 05:09:05.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
42907,2017-05-01 05:09:36.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611 BLKCAR L752_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
42919,2017-05-01 05:09:38.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611 BLKCAR L752_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
42926,2017-05-01 05:09:40.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611 BLKCAR L752_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
43034,2017-05-01 05:10:25.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
43158,2017-05-01 05:11:11.000,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708 BLKCAR Device322 SIGNAL XMIT ALARM CHG-DET
43166,2017-05-01 05:11:12.000,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322 BLKCAR Device826 CARRIER LEVEL NORMAL CHG-DET
43170,2017-05-01 05:11:14.000,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708 BLKCAR Device322 SIGNAL XMIT NORMAL CHG-DET
43179,2017-05-01 05:11:15.000,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322 BLKCAR Device826 CARRIER LEVEL NORMAL CHG-DET
43345,2017-05-01 05:12:12.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
43517,2017-05-01 05:13:28.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L342_PULSAR,Substation424 BLKCAR L342_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
43530,2017-05-01 05:13:32.000,ML,TMS,TOCBR,4,Substation1125,BLKCAR,L342_PULSAR,Substation1125 BLKCAR L342_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
43532,2017-05-01 05:13:32.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L342_PULSAR,Substation424 BLKCAR L342_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
43708,2017-05-01 05:14:41.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687 BLKCAR Device349 SIGNAL RECEIVED TRIP ENABLED CHG-DET
43711,2017-05-01 05:14:43.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
44108,2017-05-01 05:17:24.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED NORMAL CHG-DET
44110,2017-05-01 05:17:24.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device111,Substation1303 BLKCAR Device111 SIGNAL RECEIVED TRIP ENABLED CHG-DET
44116,2017-05-01 05:17:26.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED NORMAL CHG-DET
44119,2017-05-01 05:17:28.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device111,Substation1303 BLKCAR Device111 SIGNAL RECEIVED NORMAL CHG-DET
44182,2017-05-01 05:17:55.000,ML,TMS,TOCWN,4,Substation901,RELAY,L119_PRI2_DTT,Substation901 RELAY L119_PRI2_DTT TRIP RECEIVED ALARM CHG-DET
44183,2017-05-01 05:17:55.000,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901 BLKCAR L119_PLC85P1-1 SIGNAL RECEIVED BLOCK TRIP CHG-DET
44188,2017-05-01 05:17:57.000,ML,TMS,TOCWN,4,Substation901,RELAY,L119_PRI2_DTT,Substation901 RELAY L119_PRI2_DTT TRIP RECEIVED NORMAL CHG-DET
44193,2017-05-01 05:17:58.000,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901 BLKCAR L119_PLC85P1-1 SIGNAL RECEIVED NORMAL CHG-DET
44372,2017-05-01 05:19:25.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER LOSS CHG-DET
44486,2017-05-01 05:20:28.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687 BLKCAR Device636 SIGNAL RECEIVED NORMAL CHG-DET
44487,2017-05-01 05:20:28.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687 BLKCAR Device636 SIGNAL RECEIVED NORMAL CHG-DET
44588,2017-05-01 05:21:05.000,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708 BLKCAR Device322 SIGNAL XMIT ALARM CHG-DET
44592,2017-05-01 05:21:06.000,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322 BLKCAR Device826 CARRIER LEVEL NORMAL CHG-DET
44597,2017-05-01 05:21:07.000,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708 BLKCAR Device322 SIGNAL XMIT ALARM CHG-DET
44600,2017-05-01 05:21:08.000,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322 BLKCAR Device826 CARRIER LEVEL LOW CHG-DET
44608,2017-05-01 05:21:10.000,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708 BLKCAR Device322 SIGNAL XMIT NORMAL CHG-DET
44610,2017-05-01 05:21:17.000,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322 BLKCAR Device826 CARRIER LEVEL NORMAL CHG-DET
44673,2017-05-01 05:21:42.000,ML,TMS,TOCLF,4,Substation298,XFMR,T1_APH,Substation298 XFMR T1_APH NITROGEN CYL LOW CHG-DET
44685,2017-05-01 05:21:48.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303 BLKCAR Device349 SIGNAL RECEIVED TRIP ENABLED CHG-DET
44692,2017-05-01 05:21:50.000,ML,TMS,TOCLR,4,Substation1374,BLKCAR,Device312,Substation1374 BLKCAR Device312 SIGNAL RECEIVED NORMAL CHG-DET
44698,2017-05-01 05:21:52.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
44706,2017-05-01 05:21:55.000,ML,TMS,TOCLR,4,Substation1374,BLKCAR,Device312,Substation1374 BLKCAR Device312 SIGNAL RECEIVED NORMAL CHG-DET
44714,2017-05-01 05:21:57.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED NORMAL CHG-DET
44733,2017-05-01 05:22:03.000,ML,TMS,TOCLF,4,Substation298,XFMR,T1_APH,Substation298 XFMR T1_APH NITROGEN CYL LOW CHG-DET
44761,2017-05-01 05:22:15.000,ML,TMS,TOCLF,4,Substation298,XFMR,T1_APH,Substation298 XFMR T1_APH NITROGEN CYL LOW CHG-DET
44790,2017-05-01 05:22:25.000,ML,TMS,TOCLF,4,Substation298,XFMR,T1_APH,Substation298 XFMR T1_APH NITROGEN CYL NORMAL CHG-DET
44854,2017-05-01 05:22:53.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER LOSS CHG-DET
45010,2017-05-01 05:24:04.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
45309,2017-05-01 05:26:23.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
45330,2017-05-01 05:26:32.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER NORMAL CHG-DET
